地区,部门名称,用人司局,职位名称,招考人数,报考人数,过审人数,竞争比,访问人数
广西,国家税务总局广西壮族自治区税务局,国家税务总局三江侗族自治县税务局,一级行政执法员（二）,2,505,292,146:1,87
天津,国家税务总局天津市税务局,国家税务总局天津市静海区税务局,一级行政执法员（三）,1,319,146,146:1,207
江苏,国家税务总局江苏省税务局,国家税务总局镇江市京口区税务局,一级行政执法员（三）,2,407,292,146:1,100
福建,福州海关,平潭海关,综合保障四级主办及以下,1,147,146,146:1,113
四川,长江海事局,宜宾海事局,宜宾海事局一级行政执法员（三）,1,150,146,146:1,83
辽宁,国家税务总局大连市税务局,国家税务总局大连市中山区税务局,一级行政执法员（五）,1,160,146,146:1,121
上海,国家税务总局上海市税务局,国家税务总局上海市徐汇区税务局,一级行政执法员（三）,2,345,292,146:1,206
上海,国家粮食和物资储备局上海局,国家粮食和物资储备局上海局,战略物资和能源监管处一级主任科员及以下,1,149,146,146:1,61
甘肃,国家税务总局甘肃省税务局,国家税务总局兰州市红古区税务局,一级行政执法员（四）,3,563,437,145.67:1,74
天津,国家税务总局天津市税务局,国家税务总局天津市红桥区税务局,一级行政执法员（五）,2,344,291,145.5:1,259
河南,国家税务总局河南省税务局,国家税务总局三门峡市陕州区税务局,一级行政执法员（一）,2,547,291,145.5:1,93
湖南,国家税务总局湖南省税务局,国家税务总局安化县税务局,一级行政执法员（六）,2,304,291,145.5:1,71
上海,中国证券监督管理委员会上海监管局,中国证券监督管理委员会上海监管局,辖区财金类监管岗位一级主任科员及以下,2,297,291,145.5:1,212
河北,国家税务总局河北省税务局,国家税务总局孟村回族自治县税务局,一级行政执法员（三）,2,327,291,145.5:1,124
江西,国家税务总局江西省税务局,国家税务总局鄱阳县税务局,一级行政执法员（一）,2,296,291,145.5:1,72
广西,国家税务总局广西壮族自治区税务局,国家税务总局藤县税务局,一级行政执法员（四）,2,442,291,145.5:1,70
山西,国家税务总局山西省税务局,国家税务总局左权县税务局,一级行政执法员（三）,3,450,435,145:1,110
江苏,江苏省邮政管理局,镇江市邮政管理局,一级科员一,1,147,145,145:1,85
山东,水利部黄河水利委员会,黄河水利委员会山东黄河河务局,水政与河湖处一级主任科员及以下,1,148,145,145:1,165
江苏,南京海关,常熟海关,机电监管一级行政执法员,1,146,145,145:1,256
山东,国家税务总局山东省税务局,国家税务总局济南市钢城区税务局,一级行政执法员（一）,2,291,290,145:1,123
四川,国家税务总局四川省税务局,国家税务总局成都市双流区税务局,一级行政执法员（五）,1,146,145,145:1,235
四川,国家税务总局四川省税务局,国家税务总局广汉市税务局,一级行政执法员（六）,1,146,145,145:1,75
西藏,西藏自治区地震局,西藏自治区地震局,规划财务处一级主任科员及以下,1,145,145,145:1,64
辽宁,国家税务总局大连市税务局,国家税务总局大连市税务局第三稽查局,一级主任科员及以下（五）,1,160,145,145:1,46
北京,全国妇联,家庭和儿童工作部,综合协调处一级主任科员及以下,1,145,145,145:1,170
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,青河调查队一级科员,1,147,145,145:1,40
湖南,国家税务总局湖南省税务局,国家税务总局东安县税务局,一级行政执法员（一）,2,308,290,145:1,58
天津,国家税务总局天津市税务局,国家税务总局天津市河北区税务局,一级行政执法员（九）,3,526,434,144.67:1,278
江苏,国家税务总局江苏省税务局,国家税务总局苏州市相城区税务局,一级行政执法员（三）,3,467,434,144.67:1,187
江苏,国家税务总局江苏省税务局,国家税务总局张家港市税务局,一级行政执法员（三）,2,331,289,144.5:1,160
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局翁牛特旗税务局,一级行政执法员（三）,4,601,578,144.5:1,62
湖南,国家税务总局湖南省税务局,国家税务总局武冈市税务局,一级行政执法员（三）,2,310,289,144.5:1,79
北京,国务院国有资产监督管理委员会,办公厅,综合管理工作一级主任科员及以下,2,303,289,144.5:1,414
安徽,国家税务总局安徽省税务局,国家税务总局阜南县税务局,一级行政执法员（二）,4,677,578,144.5:1,105
天津,天津市通信管理局,网络安全管理处,一级主任科员及以下,1,148,144,144:1,140
黑龙江,哈尔滨海关,抚远海关,植物检疫四级主办及以下,1,147,144,144:1,146
湖北,国家税务总局湖北省税务局,国家税务总局武汉市蔡甸区税务局,一级行政执法员（六）,1,207,144,144:1,88
新疆,中国民用航空局新疆管理局,民航喀什监管局,党委办公室一级主任科员及以下,1,147,144,144:1,72
海南,海南省地震局,海南省地震局,综合管理岗位2一级主任科员及以下,2,289,288,144:1,62
福建,福州海关,平潭海关,进出口商品检验监管四级主办及以下,1,149,144,144:1,251
河北,国家税务总局河北省税务局,国家税务总局深泽县税务局,一级行政执法员（三）,2,288,288,144:1,156
河北,国家税务总局河北省税务局,国家税务总局河北唐山海港经济开发区税务局,一级行政执法员（二）,2,374,288,144:1,168
北京,国务院国有资产监督管理委员会,企业领导人员管理二局,企业领导人员管理工作一级主任科员及以下,2,328,288,144:1,418
北京,国家广播电视总局,电视剧司,规划处一级主任科员及以下,1,144,144,144:1,128
辽宁,国家税务总局大连市税务局,国家税务总局大连市西岗区税务局,一级行政执法员（八）,1,218,144,144:1,174
广东,国家税务总局广东省税务局,国家税务总局连平县税务局,一级行政执法员（二）,3,512,432,144:1,90
江苏,国家税务总局江苏省税务局,国家税务总局扬州市江都区税务局,一级行政执法员（一）,3,493,432,144:1,86
河北,国家税务总局河北省税务局,国家税务总局无极县税务局,一级行政执法员（三）,5,765,718,143.6:1,179
河北,国家税务总局河北省税务局,国家税务总局河北唐山芦台经济开发区税务局,一级行政执法员（二）,2,347,287,143.5:1,144
北京,中央统战部,办公厅,财务处一级主任科员及以下,2,360,287,143.5:1,333
河南,国家税务总局河南省税务局,国家税务总局嵩县税务局,一级行政执法员（五）,2,289,287,143.5:1,234
河北,国家税务总局河北省税务局,国家税务总局张家口市塞北管理区税务局,一级行政执法员,2,287,287,143.5:1,130
甘肃,国家税务总局甘肃省税务局,国家税务总局玛曲县税务局,一级行政执法员（一）,3,450,430,143.33:1,106
云南,国家税务总局云南省税务局,国家税务总局麻栗坡县税务局,一级行政执法员（四）,1,167,143,143:1,48
北京,中国证券监督管理委员会,会计部（首席会计师办公室）,处室一级主任科员及以下,1,145,143,143:1,128
黑龙江,哈尔滨海关,逊克海关,植物检疫四级主办及以下,1,143,143,143:1,94
河南,国家税务总局河南省税务局,国家税务总局内黄县税务局,一级行政执法员（三）,2,295,286,143:1,73
四川,国家税务总局四川省税务局,国家税务总局峨边彝族自治县税务局,一级行政执法员（五）,1,145,143,143:1,52
山东,水利部黄河水利委员会,山东黄河河务局滨州黄河河务局,防汛办公室一级主任科员及以下,1,144,143,143:1,88
青海,国家统计局青海调查总队,国家统计局青海调查总队,海西调查队业务科室四级主任科员及以下,1,145,143,143:1,59
河北,国家税务总局河北省税务局,国家税务总局张北县税务局,一级行政执法员（一）,4,571,571,142.75:1,88
安徽,国家税务总局安徽省税务局,国家税务总局岳西县税务局,一级行政执法员（三）,4,636,571,142.75:1,124
河北,国家税务总局河北省税务局,国家税务总局宁晋县税务局,一级行政执法员（一）,4,600,570,142.5:1,81
江西,国家税务总局江西省税务局,国家税务总局芦溪县税务局,一级行政执法员（一）,2,286,285,142.5:1,51
新疆,国家税务总局新疆维吾尔自治区税务局,国家税务总局拜城县税务局,一级行政执法员,2,299,285,142.5:1,131
湖南,国家税务总局湖南省税务局,国家税务总局中方县税务局,一级行政执法员,2,298,285,142.5:1,54
河北,国家税务总局河北省税务局,国家税务总局文安县税务局,一级行政执法员（三）,2,288,285,142.5:1,88
陕西,国家税务总局陕西省税务局,国家税务总局西安市未央区税务局,一级行政执法员（三）,3,430,427,142.33:1,162
山西,太原海关,武宿海关,税费财务一级行政执法员,1,142,142,142:1,100
广西,国家税务总局广西壮族自治区税务局,国家税务总局兴业县税务局,一级行政执法员（三）,2,520,284,142:1,86
吉林,国家统计局吉林调查总队,国家统计局吉林调查总队,抚松调查队一级科员,1,142,142,142:1,105
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,黄梅调查队一级科员,2,284,284,142:1,141
山西,中国银行保险监督管理委员会山西监管局,大同银保监分局,综合部门一级主任科员及以下,1,142,142,142:1,46
天津,国家税务总局天津市税务局,国家税务总局天津市西青区税务局,一级行政执法员（六）,1,159,142,142:1,173
甘肃,甘肃出入境边防检查总站,甘肃出入境边防检查总站,敦煌出入境边防检查站一级警长及以下（一）,1,145,142,142:1,188
江西,江西省邮政管理局,鹰潭市邮政管理局,一级科员,1,145,142,142:1,62
山东,国家税务总局青岛市税务局,国家税务总局平度市税务局,一级行政执法员（六）,1,188,142,142:1,238
湖北,国家税务总局湖北省税务局,国家税务总局阳新县税务局,一级行政执法员（三）,2,373,284,142:1,58
北京,国家税务总局北京市税务局,国家税务总局北京市海淀区税务局,一级行政执法员（十一）,2,397,284,142:1,382
上海,国家税务总局上海市税务局,国家税务总局上海市普陀区税务局,一级行政执法员（三）,1,154,142,142:1,149
上海,国家税务总局上海市税务局,国家税务总局上海市虹口区税务局,一级行政执法员（七）,1,152,142,142:1,139
黑龙江,国家统计局黑龙江调查总队,国家统计局黑龙江调查总队,佳木斯调查队业务科一级科员（3）,1,143,142,142:1,45
福建,国家统计局福建调查总队,国家统计局福建调查总队,厦门调查队业务处四级主任科员,1,142,142,142:1,79
江西,国家统计局江西调查总队,国家统计局江西调查总队,乐平调查队一级科员,1,225,142,142:1,60
辽宁,国家税务总局辽宁省税务局,国家税务总局开原市税务局,一级行政执法员（三）,3,440,425,141.67:1,77
陕西,国家税务总局陕西省税务局,国家税务总局延川县税务局,一级行政执法员（二）,3,426,425,141.67:1,79
广西,国家税务总局广西壮族自治区税务局,国家税务总局贵港市覃塘区税务局,一级行政执法员（三）,2,459,283,141.5:1,59
河北,国家税务总局河北省税务局,国家税务总局唐山市开平区税务局,一级行政执法员（一）,3,502,423,141:1,125
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局翁牛特旗税务局,一级行政执法员（二）,2,289,282,141:1,38
北京,中国科协,国际合作部（港澳台办公室）,港澳台处一级主任科员及以下,1,228,141,141:1,264
辽宁,辽宁省邮政管理局,丹东市邮政管理局,一级主任科员及以下,1,141,141,141:1,61
河南,国家统计局河南调查总队,国家统计局河南调查总队,淮阳调查队一级科员1,1,143,141,141:1,103
湖北,国家统计局湖北调查总队,国家统计局湖北调查总队,宜昌调查队业务科室四级主任科员及以下,1,142,141,141:1,80
广东,广东海事局,中山海事局,中山海事局一级行政执法员（三）,1,162,141,141:1,132
北京,国务院国有资产监督管理委员会,资本运营与收益管理局,资本运营与收益管理工作一级主任科员及以下,1,234,141,141:1,146
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,阿里边境管理支队一级警长及以下（七）,1,150,141,141:1,150
江西,国家统计局江西调查总队,国家统计局江西调查总队,鄱阳调查队一级科员,1,195,141,141:1,40
山东,国家税务总局山东省税务局,国家税务总局济南市槐荫区税务局,一级行政执法员（二）,2,313,282,141:1,130
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局凉城县税务局,一级行政执法员（三）,2,285,282,141:1,36
上海,国家税务总局上海市税务局,国家税务总局上海市长宁区税务局,一级行政执法员（三）,1,155,141,141:1,140
河南,水利部黄河水利委员会,河南黄河河务局新乡黄河河务局,财务科一级主任科员及以下,2,316,282,141:1,83
江苏,国家统计局江苏调查总队,国家统计局江苏调查总队,江苏调查总队信息技术应用处四级主任科员,1,142,141,141:1,96
江西,中国证券监督管理委员会江西监管局,中国证券监督管理委员会江西监管局,辖区财金类监管岗位一级主任科员及以下,1,189,141,141:1,65
江苏,国家税务总局江苏省税务局,国家税务总局南京市鼓楼区税务局,一级行政执法员（三）,3,699,422,140.67:1,176
辽宁,国家税务总局辽宁省税务局,国家税务总局辽阳市白塔区税务局,一级行政执法员（二）,3,425,422,140.67:1,96
北京,国家税务总局北京市税务局,国家税务总局北京经济技术开发区税务局,一级行政执法员（六）,3,432,421,140.33:1,339
浙江,浙江海事局,温州海事局,温州海事局一级行政执法员（八）,1,153,140,140:1,121
山东,国家税务总局山东省税务局,国家税务总局梁山县税务局,一级行政执法员（三）,2,303,280,140:1,82
湖北,国家税务总局湖北省税务局,国家税务总局建始县税务局,一级行政执法员（四）,2,281,280,140:1,54
广西,国家税务总局广西壮族自治区税务局,国家税务总局南宁市青秀区税务局,一级行政执法员（二）,2,342,280,140:1,229
湖北,中国银行保险监督管理委员会湖北监管局,黄冈银保监分局,监管部门一级主任科员及以下,1,142,140,140:1,70
湖南,广州铁路公安局,广州铁路公安局,衡阳铁路公安处线路警务区民警,2,820,280,140:1,195
云南,昆明铁路公安局,昆明铁路公安局,开远铁路公安处车站派出所民警,1,178,140,140:1,137
北京,国家税务总局北京市税务局,国家税务总局北京市房山区税务局,一级行政执法员（六）,2,295,280,140:1,337
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,山南边境管理支队一级警长及以下（五）,2,383,280,140:1,148
山东,国家税务总局青岛市税务局,国家税务总局青岛市即墨区税务局,一级行政执法员（一）,2,325,280,140:1,115
四川,国家税务总局四川省税务局,国家税务总局盐边县税务局,一级行政执法员（一）,1,140,140,140:1,25
河南,国家税务总局河南省税务局,国家税务总局嵩县税务局,一级行政执法员（一）,1,140,140,140:1,65
江苏,国家税务总局江苏省税务局,国家税务总局太仓市税务局,一级行政执法员（三）,2,324,280,140:1,148
浙江,国家税务总局宁波市税务局,国家税务总局宁波市北仑区税务局,一级行政执法员（五）,2,281,280,140:1,168
新疆,新疆出入境边防检查总站,新疆出入境边防检查总站,喀什边境管理支队一级警长及以下（五）,2,357,280,140:1,143
北京,中华全国供销合作总社,审计局,审计一处一级主任科员及以下,1,143,140,140:1,158
河北,国家统计局河北调查总队,国家统计局河北调查总队,唐山调查队办公室一级科员,1,140,140,140:1,52
广西,国家税务总局广西壮族自治区税务局,国家税务总局北海市铁山港区税务局,一级行政执法员（一）,1,213,140,140:1,78
海南,国家税务总局海南省税务局,国家税务总局乐东黎族自治县税务局,一级行政执法员（一）,2,345,280,140:1,102
天津,国家税务总局天津市税务局,国家税务总局中新天津生态城税务局,一级行政执法员（三）,2,338,279,139.5:1,222
山东,国家税务总局青岛市税务局,国家税务总局青岛市崂山区税务局,一级行政执法员（九）,2,281,279,139.5:1,301
山西,国家税务总局山西省税务局,国家税务总局清徐县税务局,一级行政执法员（三）,2,283,279,139.5:1,140
上海,国家税务总局上海市税务局,国家税务总局上海市青浦区税务局,一级行政执法员（三）,1,160,139,139:1,105
四川,国家税务总局四川省税务局,国家税务总局米易县税务局,一级行政执法员（一）,1,140,139,139:1,35
山西,国家统计局山西调查总队,国家统计局山西调查总队,忻州调查队业务科室一级科员（1）,2,282,278,139:1,67
黑龙江,国家税务总局黑龙江省税务局,国家税务总局方正县税务局,一级行政执法员（二）,2,281,278,139:1,66
北京,北京市邮政管理局,北京市邮政管理局,一级主任科员及以下,1,142,139,139:1,61
河南,国家统计局河南调查总队,国家统计局河南调查总队,长垣调查队一级科员,1,139,139,139:1,99
北京,国家卫生健康委员会,机关党委,业务处室一级主任科员及以下,1,143,139,139:1,258
云南,国家税务总局云南省税务局,国家税务总局富宁县税务局,一级行政执法员（三）,1,142,139,139:1,56
江苏,江苏出入境边防检查总站,江苏出入境边防检查总站,南京边检站一级警长及以下(二),1,139,139,139:1,148
山东,国家税务总局青岛市税务局,国家税务总局莱西市税务局,一级行政执法员（四）,2,280,278,139:1,126
四川,国家税务总局四川省税务局,国家税务总局巴中市恩阳区税务局,一级行政执法员（三）,1,168,139,139:1,27
北京,外交部,地区业务司,英语八,23,4490,3195,138.91:1,1319
广东,国家税务总局广东省税务局,国家税务总局东莞市税务局,一级行政执法员（九）,5,1388,694,138.8:1,261
福建,国家税务总局福建省税务局,国家税务总局长汀县税务局,一级行政执法员（七）,2,364,277,138.5:1,56
山东,国家统计局山东调查总队,国家统计局山东调查总队,齐河调查队一级科员,2,278,277,138.5:1,45
山东,山东省地震局,山东省地震局,业务处室一级主任科员及以下,2,298,277,138.5:1,155
河北,国家税务总局河北省税务局,国家税务总局新乐市税务局,一级行政执法员（三）,3,513,415,138.33:1,172
山西,国家税务总局山西省税务局,国家税务总局太原市小店区税务局,一级行政执法员（四）,4,558,553,138.25:1,131
湖南,长沙海关,韶山海关,综合业务一级行政执法员,1,141,138,138:1,70
福建,国家税务总局福建省税务局,国家税务总局诏安县税务局,一级行政执法员（三）,2,534,276,138:1,127
北京,国家发展和改革委员会,办公厅,一级主任科员及以下,1,138,138,138:1,247
贵州,中国银行保险监督管理委员会贵州监管局,贵州银保监局,法规部门一级主任科员及以下,1,138,138,138:1,61
广东,汕头海关,汕头海关,风险防控专业技术员,2,292,276,138:1,70
北京,中央网信办,网络安全应急指挥中心,业务处一级主任科员及以下（十一）,1,144,138,138:1,76
宁夏,宁夏回族自治区邮政管理局,石嘴山市邮政管理局,一级主任科员及以下一,1,143,138,138:1,56
辽宁,国家统计局辽宁调查总队,国家统计局辽宁调查总队,东港调查队一级科员,1,145,138,138:1,73
湖南,国家统计局湖南调查总队,国家统计局湖南调查总队,洞口调查队一级科员,1,138,138,138:1,53
安徽,国家税务总局安徽省税务局,国家税务总局祁门县税务局,一级行政执法员（二）,4,559,551,137.75:1,158
北京,中央网信办,网络安全应急指挥中心,业务处一级主任科员及以下（十）,4,618,551,137.75:1,297
浙江,国家税务总局浙江省税务局,国家税务总局岱山县税务局,一级行政执法员（一）,2,295,275,137.5:1,83
河北,国家税务总局河北省税务局,国家税务总局河北唐山南堡经济开发区税务局,一级行政执法员（二）,2,365,275,137.5:1,173
江苏,国家税务总局江苏省税务局,国家税务总局涟水县税务局,一级行政执法员（四）,2,318,275,137.5:1,37
海南,国家税务总局海南省税务局,国家税务总局白沙黎族自治县税务局,一级行政执法员（一）,3,454,412,137.33:1,120
浙江,国家税务总局浙江省税务局,国家税务总局苍南县税务局,一级行政执法员（五）,1,157,137,137:1,35
河北,国家税务总局河北省税务局,国家税务总局灵寿县税务局,一级行政执法员（三）,2,323,274,137:1,148
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局科尔沁左翼中旗税务局,一级行政执法员（三）,2,274,274,137:1,58
山西,国家矿山安全监察局山西局,国家矿山安全监察局山西局,纪检室三级主任科员及以下,1,147,137,137:1,67
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,英吉沙调查队一级科员,1,137,137,137:1,35
山西,国家税务总局山西省税务局,国家税务总局太原市杏花岭区税务局,一级行政执法员（四）,2,274,274,137:1,62
青海,国家粮食和物资储备局青海局,国家粮食和物资储备局青海局,战略物资监管处一级主任科员及以下,1,138,137,137:1,48
黑龙江,国家税务总局黑龙江省税务局,国家税务总局密山市税务局,一级行政执法员（一）,2,274,274,137:1,69
湖北,国家税务总局湖北省税务局,国家税务总局阳新县税务局,一级行政执法员（六）,1,243,137,137:1,159
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局商都县税务局,一级行政执法员（三）,2,274,274,137:1,28
河北,国家税务总局河北省税务局,国家税务总局赵县税务局,一级行政执法员（三）,2,323,274,137:1,155
江苏,中国银行保险监督管理委员会江苏监管局,无锡银保监分局,统计信息部门一级主任科员及以下,1,138,137,137:1,90
山东,国家税务总局山东省税务局,国家税务总局莒县税务局,一级行政执法员（二）,3,460,410,136.67:1,86
浙江,国家税务总局浙江省税务局,国家税务总局岱山县税务局,一级行政执法员（二）,2,292,273,136.5:1,99
北京,国家税务总局北京市税务局,国家税务总局北京市海淀区税务局,一级行政执法员（十四）,2,589,273,136.5:1,173
浙江,国家税务总局浙江省税务局,国家税务总局温岭市税务局,一级行政执法员（七）,2,324,273,136.5:1,91
北京,应急管理部,国家安全生产应急救援中心,安全生产应急救援业务处室一级主任科员及以下,4,783,546,136.5:1,221
黑龙江,国家税务总局黑龙江省税务局,国家税务总局逊克县税务局,一级行政执法员（二）,2,272,272,136:1,104
河南,河南省气象局,河南省气象局,纪检组监督检查一级主任科员及以下,1,137,136,136:1,102
江苏,南京海关,金陵海关,植物检疫二级主办及以下,1,152,136,136:1,251
河北,国家税务总局河北省税务局,国家税务总局大城县税务局,一级行政执法员（三）,2,280,272,136:1,105
湖南,湖南省邮政管理局,岳阳市邮政管理局,一级主任科员及以下,1,136,136,136:1,87
宁夏,宁夏回族自治区邮政管理局,中卫市邮政管理局,一级主任科员及以下,1,141,136,136:1,42
辽宁,国家税务总局大连市税务局,国家税务总局大连保税区税务局,一级主办及以下（三）,1,137,136,136:1,46
上海,国家税务总局上海市税务局,国家税务总局上海市黄浦区税务局,一级行政执法员（七）,1,166,136,136:1,164
北京,国家税务总局,所得税司,综合处一级主任科员及以下,1,140,136,136:1,207
河北,国家税务总局河北省税务局,国家税务总局新河县税务局,一级行政执法员（一）,3,414,408,136:1,84
江苏,中央档案馆国家档案局,中国第二历史档案馆,办公室一级主任科员及以下,1,137,136,136:1,174
宁夏,国家税务总局宁夏回族自治区税务局,国家税务总局银川市税务局,稽查局一级行政执法员,2,275,272,136:1,138
西藏,西藏出入境边防检查总站,西藏出入境边防检查总站,山南边境管理支队一级警长及以下（六）,1,182,136,136:1,133
甘肃,国家统计局甘肃调查总队,国家统计局甘肃调查总队,庆城调查队一级科员,1,138,136,136:1,46
青海,国家统计局青海调查总队,国家统计局青海调查总队,格尔木调查队业务科室四级主任科员及以下,1,138,136,136:1,46
山东,国家税务总局山东省税务局,国家税务总局沂南县税务局,一级行政执法员（二）,3,493,407,135.67:1,104
吉林,国家税务总局吉林省税务局,国家税务总局白山经济开发区税务局,一级行政执法员,2,273,271,135.5:1,105
北京,国家税务总局北京市税务局,国家税务总局北京市怀柔区税务局,一级行政执法员（五）,2,303,271,135.5:1,334
浙江,国家税务总局浙江省税务局,国家税务总局诸暨市税务局,一级行政执法员（五）,2,357,271,135.5:1,90
天津,国家税务总局天津市税务局,国家税务总局天津市蓟州区税务局,一级行政执法员（二）,3,709,406,135.33:1,202
内蒙古,满洲里海关,满洲里车站海关,商品检验监管一级行政执法员,1,135,135,135:1,130
上海,国家税务总局上海市税务局,国家税务总局上海市崇明区税务局,一级行政执法员（七）,1,159,135,135:1,110
安徽,国家税务总局安徽省税务局,国家税务总局天长市税务局,一级行政执法员（五）,3,528,405,135:1,85
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局满洲里市边境经济合作区税务局,一级行政执法员（四）,1,138,135,135:1,24
贵州,国家统计局贵州调查总队,国家统计局贵州调查总队,遵义地区县级调查队一级科员,1,135,135,135:1,60
浙江,中国证券监督管理委员会宁波监管局,中国证券监督管理委员会宁波监管局,辖区财金类（或综合）监管岗位一级主任科员及以下,1,153,135,135:1,107
江苏,南京海关,无锡海关,化工监管二级主办及以下,1,136,135,135:1,223
青海,西宁海关,隶属海关,海关监管二级主办及以下,1,135,135,135:1,76
北京,国家税务总局北京市税务局,国家税务总局北京市顺义区税务局,一级行政执法员（五）,3,423,405,135:1,339
四川,国家税务总局四川省税务局,国家税务总局屏山县税务局,一级行政执法员（九）,1,136,135,135:1,62
广西,南宁海关,峒中海关,财务一级行政执法员,1,146,135,135:1,44
上海,国家税务总局上海市税务局,国家税务总局上海市金山区税务局,一级行政执法员（三）,1,158,135,135:1,93
河南,国家税务总局河南省税务局,国家税务总局正阳县税务局,一级行政执法员（三）,1,211,135,135:1,45
江苏,国家税务总局江苏省税务局,国家税务总局无锡市税务局第三税务分局,一级行政执法员（五）,2,277,270,135:1,179
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局敖汉旗税务局,一级行政执法员（二）,2,276,269,134.5:1,31
辽宁,国家税务总局辽宁省税务局,国家税务总局鞍山市千山区税务局,一级行政执法员（三）,4,538,538,134.5:1,112
山东,国家税务总局山东省税务局,国家税务总局乳山市税务局,一级行政执法员（三）,2,296,269,134.5:1,86
河南,中国银行保险监督管理委员会河南监管局,河南银保监局,监管部门一级主任科员及以下,5,675,672,134.4:1,227
山东,国家税务总局山东省税务局,国家税务总局昌邑市税务局,一级行政执法员（三）,3,457,403,134.33:1,126
广东,国家税务总局广东省税务局,国家税务总局开平市税务局,一级行政执法员（一）,3,618,403,134.33:1,64
山东,山东海事局,日照海事局,日照海事局一级行政执法员（二）,2,278,268,134:1,132
北京,中央档案馆国家档案局,中国第一历史档案馆,保管处一级主任科员及以下,1,147,134,134:1,63
四川,国家税务总局四川省税务局,国家税务总局青神县税务局,一级行政执法员（三）,1,164,134,134:1,130
河北,国家统计局河北调查总队,国家统计局河北调查总队,赵县调查队一级科员,1,136,134,134:1,34
江苏,南京海关,连云港海关,财务一级行政执法员（一）,1,135,134,134:1,107
广东,拱北海关,中山海关,行政执法四级主办及以下（二）,1,134,134,134:1,220
浙江,国家税务总局浙江省税务局,国家税务总局温岭市税务局,一级行政执法员（十一）,2,368,268,134:1,50
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局突泉县税务局,一级行政执法员（二）,3,417,402,134:1,27
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局化德县税务局,一级行政执法员（二）,2,276,268,134:1,29
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局包头市青山区税务局,一级行政执法员（四）,1,135,134,134:1,65
内蒙古,国家统计局内蒙古调查总队,国家统计局内蒙古调查总队,呼伦贝尔调查队业务科室一级科员（1）,1,182,134,134:1,44
山西,中国银行保险监督管理委员会山西监管局,长治银保监分局,监管部门一级主任科员及以下,1,136,134,134:1,21
四川,国家税务总局四川省税务局,国家税务总局马边彝族自治县税务局,一级行政执法员（四）,1,136,134,134:1,39
四川,国家税务总局四川省税务局,国家税务总局广安市广安区税务局,一级行政执法员（二）,2,297,268,134:1,100
四川,国家税务总局四川省税务局,国家税务总局广安经济技术开发区税务局,一级行政执法员（二）,1,144,134,134:1,82
辽宁,国家税务总局辽宁省税务局,国家税务总局新宾满族自治县税务局,一级行政执法员（三）,4,543,535,133.75:1,81
广西,国家税务总局广西壮族自治区税务局,国家税务总局恭城瑶族自治县税务局,一级行政执法员（一）,3,496,401,133.67:1,73
天津,国家税务总局天津市税务局,国家税务总局天津市东丽区税务局,一级行政执法员（七）,2,310,267,133.5:1,205
江苏,国家税务总局江苏省税务局,国家税务总局响水县税务局,一级行政执法员（三）,2,273,267,133.5:1,31
湖南,国家税务总局湖南省税务局,国家税务总局江华瑶族自治县税务局,一级行政执法员（二）,3,404,400,133.33:1,86
辽宁,大连海关,大窑湾海关,食品检验监管四级主办及以下,1,137,133,133:1,116
浙江,国家税务总局浙江省税务局,国家税务总局温州市鹿城区税务局,一级行政执法员（六）,2,328,266,133:1,85
北京,文化和旅游部,政策法规司,发展规划处一级主任科员及以下,1,134,133,133:1,369
浙江,杭州海关,湖州海关,法制四级主办及以下,1,134,133,133:1,248
四川,成都海关,青白江海关,查检工作一级行政执法员,1,135,133,133:1,145
河南,国家税务总局河南省税务局,国家税务总局濮阳县税务局,一级行政执法员（一）,1,221,133,133:1,69
河南,水利部黄河水利委员会,河南黄河河务局开封黄河河务局,监察室一级主任科员及以下,1,135,133,133:1,85
江苏,南京海关,盐城海关,财务一级行政执法员,1,133,133,133:1,105
北京,中国外文局,计划财务部,产业发展处一级主任科员及以下,1,156,133,133:1,160
江西,国家统计局江西调查总队,国家统计局江西调查总队,宁都调查队一级科员,1,215,133,133:1,83
新疆,国家统计局新疆调查总队,国家统计局新疆调查总队,焉耆调查队一级科员,1,137,133,133:1,520
湖南,国家税务总局湖南省税务局,国家税务总局邵阳市大祥区税务局,一级行政执法员（三）,2,274,265,132.5:1,253
内蒙古,国家税务总局内蒙古自治区税务局,国家税务总局林西县税务局,一级行政执法员（二）,2,282,265,132.5:1,37
宁夏,国家税务总局宁夏回族自治区税务局,国家税务总局银川经济技术开发区税务局,一级主办及以下,2,273,265,132.5:1,87
